"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 1.19.118";"";"0.2";"AUDUSD_H1";"H1";"-3795.63";"";"507";"0.05";"-11.47";"-0.9";"-189.78";"-0.96";"92.16";"3795.63";"0.05";"-1.0";"0.0";"9.03";"8.29";"28.17";"25.89";"26.01";"34.18";"0.06";"-6.67";"";"1";"0.0";"0.0";"-1.0";"-0.67";"0.0";"0.0";"6.67";"0.0";"-1.0";"-1.0";"0.0";"6.67";"0.0";"29.0";"29.0";"0.0"
"Strategy 1.19.119";"";"0.17";"AUDUSD_H1";"H1";"-864.96";"";"73";"0.18";"-3.36";"-0.69";"-43.25";"-0.8";"79.51";"872.07";"0.2";"-0.99";"-0.73";"15.81";"17.29";"17.92";"8.48";"10.03";"1.47";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.19.116";"";"0.2";"AUDUSD_H1";"H1";"-6974.75";"";"957";"0.01";"-13.84";"-0.97";"-348.74";"-0.93";"84.04";"6974.84";"0.02";"-1.0";"0.0";"4.4";"7.5";"2.24";"3.7";"3.67";"0.0";"0.06";"-7.14";"";"1";"0.0";"0.0";"-1.0";"-0.71";"0.0";"0.0";"7.14";"0.0";"-1.0";"-1.0";"0.0";"7.14";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.19.117";"";"0.2";"AUDUSD_H1";"H1";"-3845.27";"";"538";"0.0";"-9.83";"-0.99";"-192.26";"-0.94";"97.68";"3846.19";"0.01";"-1.0";"0.0";"0.97";"7.24";"7.5";"7.72";"7.72";"0.29";"0.06";"-10.45";"";"2";"0.0";"-48.89";"-1.0";"-1.04";"-0.39";"51.01";"10.45";"0.0";"-1.0";"-1.01";"0.0";"5.22";"0.0";"2.0";"2.0";"0.0"
"Strategy 1.19.114";"";"0.2";"AUDUSD_H1";"H1";"-1701.0";"";"224";"0.13";"-5.81";"-0.76";"-85.05";"-0.96";"77.2";"1701.0";"0.14";"-1.0";"0.0";"9.24";"10.0";"34.04";"27.95";"28.71";"17.04";"0.06";"-7.24";"";"1";"0.0";"0.0";"-1.0";"-0.72";"0.0";"0.0";"7.24";"0.0";"-1.0";"-1.0";"0.0";"7.24";"0.0";"8.0";"8.0";"0.0"
"Strategy 1.19.115";"";"0.2";"AUDUSD_H1";"H1";"-3423.65";"";"448";"0.05";"-9.83";"-0.89";"-171.18";"-0.93";"53.74";"3455.38";"0.06";"-0.99";"0.0";"7.61";"8.58";"4.19";"4.02";"4.03";"0.2";"0.06";"-14.21";"";"2";"0.0";"-22562.92";"-1.0";"-1.42";"-0.39";"0.0";"14.21";"0.0";"-1.0";"-1.0";"0.0";"7.11";"0.0";"3.5";"3.5";"0.0"
"Strategy 1.0.94(7)";"";"0.2";"AUDUSD_H1";"H1";"-1870.3";"";"240";"0.21";"-4.9";"-0.71";"-93.52";"-0.91";"73.27";"1870.3";"0.11";"-1.0";"0.0";"20.22";"10.91";"13.04";"5.81";"6.54";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.13.157(1)";"";"0.2";"AUDUSD_H1";"H1";"-3299.5";"";"455";"0.05";"-11.08";"-0.88";"-164.98";"-0.98";"12.7";"3299.5";"0.08";"-1.0";"0.0";"4.8";"8.22";"22.26";"18.49";"18.77";"17.73";"0.06";"-14.48";"";"2";"0.0";"0.0";"-1.0";"-1.45";"-0.44";"1.0";"14.48";"0.0";"-1.0";"-1.0";"0.0";"7.24";"0.0";"7.5";"7.5";"0.0"
"Strategy 1.13.101(1)";"";"0.2";"AUDUSD_H1";"H1";"-2624.64";"";"357";"0.18";"-5.95";"-0.76";"-131.23";"-0.96";"57.83";"2678.86";"0.09";"-0.98";"0.0";"19.36";"9.71";"38.59";"17.24";"18.97";"16.06";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.135(1)";"";"0.08";"AUDUSD_H1";"H1";"-226.59";"";"22";"0.27";"-1.38";"-0.53";"-11.33";"-0.76";"30.46";"237.07";"0.38";"-0.96";"-0.51";"14.31";"19.53";"22.33";"17.38";"18.73";"0.98";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.19.101";"";"0.2";"AUDUSD_H1";"H1";"-4069.75";"";"535";"0.03";"-12.95";"-0.94";"-203.49";"-0.92";"86.96";"4108.25";"0.02";"-0.99";"0.0";"10.75";"8.06";"19.0";"11.18";"11.37";"0.0";"0.06";"-7.17";"";"1";"0.0";"0.0";"-1.0";"-0.72";"0.0";"0.0";"7.17";"0.0";"-1.0";"-1.0";"0.0";"7.17";"0.0";"18.0";"18.0";"0.0"
"Strategy 1.19.102";"";"0.2";"AUDUSD_H1";"H1";"-1437.57";"";"174";"0.13";"-5.28";"-0.78";"-71.88";"-0.97";"72.76";"1454.65";"0.12";"-0.99";"0.0";"12.34";"10.64";"33.89";"24.97";"25.9";"12.63";"0.06";"-3.67";"";"1";"0.0";"0.0";"-1.0";"-0.37";"0.0";"0.0";"3.67";"0.0";"-1.0";"-1.0";"0.0";"3.67";"0.0";"7.0";"7.0";"0.0"
"Strategy 1.19.100";"";"0.2";"AUDUSD_H1";"H1";"-1290.71";"";"189";"0.33";"-3.26";"-0.56";"-64.54";"-0.87";"85.97";"1391.22";"0.2";"-0.93";"0.0";"20.19";"12.21";"21.81";"17.43";"18.22";"8.13";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.0.97(11)";"";"0.2";"AUDUSD_H1";"H1";"-6257.05";"";"862";"0.02";"-11.26";"-0.96";"-312.85";"-0.97";"33.98";"6257.05";"0.02";"-1.0";"0.0";"8.49";"7.54";"5.87";"4.73";"4.75";"0.29";"0.06";"-21.08";"";"3";"0.0";"-49.08";"-1.0";"-2.11";"-0.44";"0.0";"21.08";"0.0";"-1.0";"-1.0";"0.0";"7.03";"0.0";"4.67";"4.67";"0.0"
"Strategy 1.19.109";"";"0.06";"AUDUSD_H1";"H1";"-35.48";"";"2";"0.0";"-5.47";"-1.0";"-1.77";"-0.43";"0.0";"35.48";"0.0";"-1.0";"-0.5";"0.0";"17.74";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.19.107";"";"0.2";"AUDUSD_H1";"H1";"-2881.42";"";"369";"0.09";"-6.8";"-0.87";"-144.07";"-0.89";"99.27";"2923.56";"0.05";"-0.99";"0.0";"16.42";"8.98";"5.88";"4.51";"4.57";"0.0";"0.06";"-3.51";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.51";"0.0";"-1.0";"-1.0";"0.0";"3.51";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.3.167(1)";"";"0.18";"AUDUSD_H1";"H1";"-1035.17";"";"124";"0.03";"-5.98";"-0.95";"-51.76";"-0.96";"93.94";"1035.17";"0.02";"-1.0";"0.0";"9.92";"8.8";"2.33";"3.87";"3.83";"0.0";"0.06";"-6.98";"";"1";"0.0";"0.0";"-1.0";"-0.7";"0.0";"0.0";"6.98";"0.0";"-1.0";"-1.0";"0.0";"6.98";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.19.108";"";"0.08";"AUDUSD_H1";"H1";"-383.63";"";"24";"0.18";"-2.04";"-0.61";"-19.18";"-0.8";"64.65";"405.75";"0.33";"-0.95";"-0.54";"14.05";"26.0";"8.83";"6.89";"7.38";"0.1";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.4.109(1)";"";"0.18";"AUDUSD_H1";"H1";"-836.59";"";"127";"0.4";"-2.45";"-0.37";"-41.83";"-0.91";"62.29";"893.03";"0.61";"-0.94";"-0.7";"11.49";"17.57";"26.23";"19.73";"22.19";"5.97";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.19.105";"";"0.06";"AUDUSD_H1";"H1";"-268.78";"";"18";"0.24";"-1.49";"-0.5";"-13.44";"-0.77";"71.94";"278.26";"0.5";"-0.97";"-0.52";"14.41";"29.6";"1.33";"0.58";"0.83";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.19.106";"";"0.2";"AUDUSD_H1";"H1";"-1654.17";"";"191";"0.11";"-5.57";"-0.83";"-82.71";"-0.84";"22.48";"1691.3";"0.07";"-0.98";"0.0";"15.39";"10.42";"45.69";"25.6";"26.96";"14.2";"0.06";"-3.53";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.53";"0.0";"-1.0";"-1.0";"0.0";"3.53";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.19.103";"";"0.2";"AUDUSD_H1";"H1";"-1609.6";"";"209";"0.21";"-4.47";"-0.7";"-80.48";"-0.97";"85.07";"1679.6";"0.12";"-0.96";"0.0";"19.15";"11.02";"21.39";"10.23";"11.46";"3.13";"0.06";"-7.15";"";"1";"0.0";"-15.88";"-1.0";"-0.72";"0.0";"0.0";"7.15";"0.0";"-1.0";"-1.0";"0.0";"7.15";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.19.104";"";"0.2";"AUDUSD_H1";"H1";"-3160.19";"";"412";"0.05";"-10.13";"-0.91";"-158.01";"-0.94";"73.78";"3173.85";"0.05";"-1.0";"0.0";"9.56";"8.46";"36.72";"25.04";"25.55";"27.52";"0.06";"-3.17";"";"1";"0.0";"0.0";"-1.0";"-0.32";"0.0";"0.0";"3.17";"0.0";"-1.0";"-1.0";"0.0";"3.17";"0.0";"34.0";"34.0";"0.0"
"Strategy 1.21.190(1)";"";"0.2";"AUDUSD_H1";"H1";"-2038.39";"";"265";"0.0";"-9.01";"-0.97";"-101.92";"-0.95";"79.93";"2040.13";"0.02";"-1.0";"0.0";"0.87";"7.89";"18.5";"10.02";"10.22";"3.53";"0.06";"-3.52";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.52";"0.0";"-1.0";"-1.0";"0.0";"3.52";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.0.94(4)";"";"0.2";"AUDUSD_H1";"H1";"-4949.69";"";"671";"0.01";"-13.57";"-0.98";"-247.48";"-0.98";"97.64";"4949.69";"0.02";"-1.0";"0.0";"2.84";"7.53";"3.9";"6.92";"6.87";"0.0";"0.06";"-14.26";"";"2";"0.0";"0.0";"-1.0";"-1.43";"0.0";"97.51";"14.26";"0.0";"-1.0";"-1.0";"0.0";"7.13";"0.0";"6.5";"6.5";"0.0"
"Strategy 1.3.155(3)";"";"0.2";"AUDUSD_H1";"H1";"-4457.25";"";"597";"0.04";"-10.7";"-0.93";"-222.86";"-0.96";"68.08";"4457.25";"0.03";"-1.0";"0.0";"11.2";"8.05";"27.61";"22.32";"22.48";"32.91";"0.06";"-10.16";"";"2";"0.0";"0.0";"-1.0";"-1.02";"0.0";"52.78";"10.16";"0.0";"-1.0";"-1.0";"0.0";"5.08";"0.0";"16.5";"16.5";"0.0"
"Strategy 1.13.99(1)";"";"0.2";"AUDUSD_H1";"H1";"-2375.92";"";"324";"0.04";"-8.97";"-0.91";"-118.8";"-0.94";"57.55";"2387.42";"0.06";"-1.0";"0.0";"5.14";"8.02";"8.18";"6.58";"6.67";"0.0";"0.06";"-3.52";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.52";"0.0";"-1.0";"-1.0";"0.0";"3.52";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.19.166(1)";"";"0.2";"AUDUSD_H1";"H1";"-2548.25";"";"355";"0.15";"-7.71";"-0.77";"-127.41";"-0.95";"23.39";"2548.25";"0.1";"-1.0";"0.0";"13.28";"9.3";"37.76";"24.22";"25.56";"22.53";"0.06";"-14.43";"";"2";"0.0";"-7637.68";"-1.0";"-1.44";"-0.44";"0.0";"14.43";"0.0";"-1.0";"-1.0";"0.0";"7.22";"0.0";"2.0";"2.0";"0.0"
"Strategy 1.0.97(12)";"";"0.2";"AUDUSD_H1";"H1";"-4347.53";"";"572";"0.07";"-10.01";"-0.91";"-217.38";"-0.95";"95.37";"4347.53";"0.02";"-1.0";"0.0";"25.32";"8.31";"23.42";"14.71";"14.89";"14.79";"0.06";"-10.57";"";"2";"0.0";"0.0";"-1.0";"-1.06";"0.0";"0.0";"10.57";"0.0";"-1.0";"-1.0";"0.0";"5.28";"0.0";"14.0";"14.0";"0.0"
"Strategy 1.21.157(1)";"";"0.2";"AUDUSD_H1";"H1";"-3046.56";"";"401";"0.1";"-7.96";"-0.86";"-152.33";"-0.94";"33.04";"3092.4";"0.04";"-0.99";"0.0";"21.95";"8.83";"22.31";"15.62";"15.88";"12.34";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.123(2)";"";"0.18";"AUDUSD_H1";"H1";"-1042.86";"";"115";"0.2";"-3.45";"-0.61";"-52.14";"-0.93";"33.23";"1060.5";"0.31";"-0.98";"0.0";"9.73";"14.84";"3.48";"3.28";"3.33";"0.1";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.13.145(1)";"";"0.2";"AUDUSD_H1";"H1";"-1569.6";"";"187";"0.1";"-5.61";"-0.8";"-78.48";"-0.89";"88.03";"1569.6";"0.13";"-1.0";"0.0";"8.27";"10.5";"12.62";"12.08";"12.14";"2.94";"0.06";"-21.16";"";"3";"0.0";"-49.26";"-1.0";"-2.12";"-0.39";"47.66";"21.16";"0.0";"-1.0";"-1.0";"0.0";"7.05";"0.0";"2.67";"2.67";"0.0"
"Strategy 1.3.155(2)";"";"0.2";"AUDUSD_H1";"H1";"-3275.13";"";"426";"0.09";"-8.11";"-0.87";"-163.76";"-0.91";"92.98";"3404.79";"0.05";"-0.96";"0.0";"16.47";"8.82";"28.47";"15.13";"15.73";"11.95";"0.06";"-10.49";"";"2";"0.0";"0.0";"-1.0";"-1.05";"0.0";"0.0";"10.49";"0.0";"-1.0";"-1.0";"0.0";"5.24";"0.0";"4.5";"4.5";"0.0"
"Strategy 1.3.179(1)";"";"0.2";"AUDUSD_H1";"H1";"-1481.7";"";"177";"0.04";"-6.03";"-0.9";"-74.08";"-0.92";"0.0";"1481.7";"0.07";"-1.0";"0.0";"5.59";"9.3";"20.91";"17.42";"17.64";"8.33";"0.06";"-3.52";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.52";"0.0";"-1.0";"-1.0";"0.0";"3.52";"0.0";"2.0";"2.0";"0.0"
"Strategy 1.0.94(5)";"";"0.06";"AUDUSD_H1";"H1";"-92.57";"";"4";"0.0";"-1.78";"-1.0";"-4.63";"-0.71";"0.0";"92.57";"0.0";"-1.0";"-0.51";"0.0";"23.14";"0.0";"3.5";"3.5";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.13.133(1)";"";"0.2";"AUDUSD_H1";"H1";"-1627.89";"";"203";"0.06";"-5.91";"-0.87";"-81.39";"-0.91";"28.79";"1642.28";"0.08";"-0.99";"0.0";"6.69";"9.19";"12.87";"12.95";"12.95";"0.29";"0.06";"-3.53";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.53";"0.0";"-1.0";"-1.0";"0.0";"3.53";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.3.167(3)";"";"0.2";"AUDUSD_H1";"H1";"-1086.66";"";"152";"0.2";"-3.93";"-0.67";"-54.33";"-0.97";"61.3";"1120.14";"0.21";"-0.97";"0.0";"10.14";"10.72";"9.31";"7.25";"7.61";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.123(1)";"";"0.2";"AUDUSD_H1";"H1";"-8681.97";"";"1209";"0.01";"-14.33";"-0.98";"-434.1";"-0.97";"14.97";"8681.97";"0.01";"-1.0";"0.0";"10.49";"7.33";"5.6";"5.13";"5.14";"0.29";"0.06";"-31.77";"";"5";"0.0";"-28.26";"-1.0";"-3.18";"-0.39";"28.05";"31.77";"0.0";"-1.0";"-1.0";"0.0";"6.35";"0.0";"4.2";"4.2";"0.0"
"Strategy 1.3.111(3)";"";"0.18";"AUDUSD_H1";"H1";"-1282.18";"";"120";"0.08";"-4.68";"-0.87";"-64.11";"-0.77";"76.19";"1282.18";"0.05";"-1.0";"0.0";"19.41";"12.27";"32.83";"9.05";"10.24";"2.15";"0.06";"-3.34";"";"1";"0.0";"0.0";"-1.0";"-0.33";"0.0";"0.0";"3.34";"0.0";"-1.0";"-1.0";"0.0";"3.34";"0.0";"8.0";"8.0";"0.0"
"Strategy 1.0.94(2)";"";"0.2";"AUDUSD_H1";"H1";"-1687.14";"";"214";"0.13";"-6.08";"-0.78";"-84.36";"-0.96";"84.27";"1687.14";"0.12";"-1.0";"0.0";"10.74";"10.13";"5.35";"5.53";"5.51";"0.49";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.0.198";"";"0.39";"AUDUSD_H1";"H1";"193.68";"";"32";"1.5";"0.62";"0.23";"9.68";"0.57";"13.78";"96.68";"1.13";"2.0";"1.12";"34.35";"26.02";"34.88";"13.07";"24.66";"2.06";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.0.195";"";"0.27";"AUDUSD_H1";"H1";"18.23";"";"1";"5.0";"0.0";"99999.0";"0.91";"0.0";"0.0";"0.0";"99999.0";"10.0";"0.0";"18.23";"0.0";"3.0";"0.0";"3.0";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.0.97(10)";"";"0.2";"AUDUSD_H1";"H1";"-4287.17";"";"586";"0.06";"-11.3";"-0.91";"-214.36";"-0.95";"99.13";"4296.66";"0.03";"-1.0";"0.0";"13.5";"8.01";"17.26";"15.91";"15.96";"22.43";"0.06";"-10.71";"";"2";"0.0";"-45.54";"-1.0";"-1.07";"-0.39";"48.34";"10.71";"0.0";"-1.0";"-1.0";"0.0";"5.36";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.3.167(2)";"";"0.2";"AUDUSD_H1";"H1";"-3779.66";"";"527";"0.05";"-12.09";"-0.88";"-188.98";"-0.98";"85.26";"3779.66";"0.08";"-1.0";"0.0";"5.69";"8.17";"19.03";"18.1";"18.17";"18.9";"0.06";"-10.34";"";"2";"0.0";"0.0";"-1.0";"-1.03";"0.0";"52.06";"10.34";"0.0";"-1.0";"-1.0";"0.0";"5.17";"0.0";"16.5";"16.5";"0.0"
"Strategy 1.21.145(1)";"";"0.2";"AUDUSD_H1";"H1";"-3861.2";"";"545";"0.14";"-7.95";"-0.8";"-193.06";"-0.97";"64.39";"3861.2";"0.07";"-1.0";"0.0";"16.97";"8.89";"16.11";"12.41";"12.66";"11.95";"0.06";"-10.48";"";"2";"0.0";"0.0";"-1.0";"-1.05";"0.0";"46.98";"10.48";"0.0";"-1.0";"-1.0";"0.0";"5.24";"0.0";"5.0";"5.0";"0.0"
"Strategy 1.0.94(3)";"";"0.2";"AUDUSD_H1";"H1";"-1921.48";"";"240";"0.22";"-3.91";"-0.72";"-96.07";"-0.95";"71.55";"1921.48";"0.08";"-1.0";"0.0";"29.69";"11.06";"29.61";"10.33";"11.78";"5.58";"0.06";"-7.11";"";"1";"0.0";"0.0";"-1.0";"-0.71";"0.0";"0.0";"7.11";"0.0";"-1.0";"-1.0";"0.0";"7.11";"0.0";"22.0";"22.0";"0.0"
"Strategy 1.3.111(2)";"";"0.06";"AUDUSD_H1";"H1";"-88.94";"";"2";"0.0";"-1.55";"-1.0";"-4.45";"-0.26";"0.0";"88.94";"0.0";"-1.0";"-0.51";"0.0";"44.47";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.4.154(1)";"";"0.2";"AUDUSD_H1";"H1";"-4104.88";"";"547";"0.11";"-8.15";"-0.86";"-205.24";"-0.95";"34.13";"4170.64";"0.03";"-0.98";"0.0";"29.85";"8.7";"9.94";"7.34";"7.42";"4.51";"0.06";"-10.63";"";"2";"0.0";"0.0";"-1.0";"-1.06";"0.0";"49.72";"10.63";"0.0";"-1.0";"-1.0";"0.0";"5.32";"0.0";"2.5";"2.5";"0.0"
"Strategy 1.3.159(3)";"";"0.18";"AUDUSD_H1";"H1";"-1193.87";"";"131";"0.01";"-5.42";"-0.97";"-59.69";"-0.83";"0.0";"1193.87";"0.02";"-1.0";"0.0";"3.81";"9.42";"4.0";"3.52";"3.53";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.21.194(1)";"";"0.2";"AUDUSD_H1";"H1";"-1850.26";"";"219";"0.08";"-6.4";"-0.88";"-92.51";"-0.86";"93.14";"1883.65";"0.04";"-0.98";"0.0";"20.57";"9.55";"19.0";"15.73";"15.85";"7.35";"0.06";"-7.19";"";"1";"0.0";"0.0";"-1.0";"-0.72";"0.0";"0.0";"7.19";"0.0";"-1.0";"-1.0";"0.0";"7.19";"0.0";"8.0";"8.0";"0.0"
"Strategy 1.19.150(1)";"";"0.2";"AUDUSD_H1";"H1";"-3470.26";"";"450";"0.04";"-10.3";"-0.93";"-173.51";"-0.94";"73.13";"3470.26";"0.03";"-1.0";"0.0";"10.93";"8.27";"7.54";"4.14";"4.24";"0.1";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.160(2)";"";"0.2";"AUDUSD_H1";"H1";"-2884.63";"";"400";"0.07";"-9.54";"-0.88";"-144.23";"-0.97";"75.37";"2912.23";"0.05";"-0.99";"0.0";"11.26";"8.18";"13.65";"16.61";"16.46";"0.0";"0.06";"-10.77";"";"2";"0.0";"0.0";"-1.0";"-1.08";"0.0";"0.0";"10.77";"0.0";"-1.0";"-1.0";"0.0";"5.39";"0.0";"6.0";"6.0";"0.0"
"Strategy 1.0.82(1)";"";"0.06";"AUDUSD_H1";"H1";"-22.4";"";"1";"0.0";"0.0";"-1.0";"-1.12";"0.0";"0.0";"22.4";"0.0";"-1.0";"-0.5";"0.0";"22.4";"0.0";"4.0";"4.0";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.13.121(1)";"";"0.2";"AUDUSD_H1";"H1";"-3441.94";"";"461";"0.06";"-11.27";"-0.9";"-172.1";"-0.95";"35.23";"3441.94";"0.04";"-1.0";"0.0";"11.79";"8.29";"32.26";"23.59";"23.95";"21.94";"0.06";"-3.25";"";"1";"0.0";"0.0";"-1.0";"-0.32";"0.0";"0.0";"3.25";"0.0";"-1.0";"-1.0";"0.0";"3.25";"0.0";"33.0";"33.0";"0.0"
"Strategy 1.3.172(1)";"";"0.2";"AUDUSD_H1";"H1";"-2856.9";"";"364";"0.06";"-9.32";"-0.89";"-142.85";"-0.91";"97.27";"2882.46";"0.05";"-0.99";"0.0";"11.12";"8.78";"19.29";"14.65";"14.86";"9.79";"0.06";"-7.16";"";"1";"0.0";"0.0";"-1.0";"-0.72";"0.0";"0.0";"7.16";"0.0";"-1.0";"-1.0";"0.0";"7.16";"0.0";"8.0";"8.0";"0.0"
"Strategy 1.21.101(1)";"";"0.2";"AUDUSD_H1";"H1";"-3136.73";"";"420";"0.02";"-11.06";"-0.94";"-156.84";"-0.93";"78.5";"3136.73";"0.05";"-1.0";"0.0";"2.42";"7.96";"5.45";"5.6";"5.6";"1.08";"0.06";"-7.14";"";"1";"0.0";"0.0";"-1.0";"-0.71";"0.0";"0.0";"7.14";"0.0";"-1.0";"-1.0";"0.0";"7.14";"0.0";"1.0";"1.0";"0.0"
"Strategy 1.3.159(2)";"";"0.2";"AUDUSD_H1";"H1";"-10472.33";"";"1452";"0.02";"-17.21";"-0.96";"-523.62";"-0.97";"93.84";"10472.33";"0.02";"-1.0";"0.0";"7.99";"7.49";"5.5";"4.78";"4.79";"1.27";"0.06";"-24.55";"";"4";"0.0";"-37.74";"-1.0";"-2.45";"-0.39";"75.11";"24.55";"0.0";"-1.0";"-1.0";"0.0";"6.14";"0.0";"4.5";"4.5";"0.0"
