"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 1.4.173";"";"0.2";"AUDUSD_H1";"H1";"-9551.87";"";"1316";"0.02";"-12.73";"-0.96";"-477.59";"-0.96";"0.0";"9551.87";"0.02";"-1.0";"0.0";"8.94";"7.56";"5.04";"3.52";"3.55";"0.69";"0.06";"-14.02";"";"2";"0.0";"-1113.12";"-1.0";"-1.4";"-0.44";"0.0";"14.02";"0.0";"-1.0";"-1.0";"0.0";"7.01";"0.0";"3.0";"3.0";"0.0"
"Strategy 1.17.167";"";"0.2";"AUDUSD_H1";"H1";"-1941.2";"";"256";"0.05";"-7.46";"-0.83";"-97.06";"-0.94";"93.07";"1956.96";"0.14";"-0.99";"0.0";"3.44";"9.16";"7.78";"8.71";"8.59";"1.76";"0.06";"-3.44";"";"1";"0.0";"0.0";"-1.0";"-0.34";"0.0";"0.0";"3.44";"0.0";"-1.0";"-1.0";"0.0";"3.44";"0.0";"6.0";"6.0";"0.0"
"Strategy 1.3.162(1)";"";"0.2";"AUDUSD_H1";"H1";"-1873.66";"";"209";"0.11";"-4.7";"-0.85";"-93.68";"-0.94";"11.41";"1888.6";"0.06";"-0.99";"0.0";"20.54";"10.6";"22.0";"9.8";"10.44";"4.8";"0.06";"-35.58";"";"5";"0.0";"-26.47";"-1.0";"-3.56";"-0.39";"0.0";"35.58";"0.0";"-1.0";"-1.0";"0.0";"7.12";"0.0";"5.2";"5.2";"0.0"
"Strategy 1.4.172";"";"0.2";"AUDUSD_H1";"H1";"-3430.45";"";"453";"0.03";"-10.74";"-0.95";"-171.52";"-0.91";"0.0";"3430.45";"0.02";"-1.0";"0.0";"10.02";"8.01";"2.82";"4.41";"4.38";"0.29";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.17.168";"";"0.2";"AUDUSD_H1";"H1";"-1468.17";"";"183";"0.16";"-4.66";"-0.75";"-73.41";"-0.94";"72.77";"1493.5";"0.12";"-0.98";"0.0";"13.49";"10.66";"38.5";"27.78";"28.95";"14.5";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.150(3)";"";"0.2";"AUDUSD_H1";"H1";"-2198.37";"";"291";"0.15";"-6.11";"-0.78";"-109.92";"-0.96";"90.25";"2226.89";"0.08";"-0.99";"0.0";"18.18";"9.66";"52.64";"23.61";"25.81";"20.67";"0.06";"-21.54";"";"3";"0.0";"0.0";"-1.0";"-2.15";"0.0";"49.9";"21.54";"0.0";"-1.0";"-1.0";"0.0";"7.18";"0.0";"2.0";"2.0";"0.0"
"Strategy 1.17.161";"";"0.2";"AUDUSD_H1";"H1";"-4532.17";"";"621";"0.08";"-11.54";"-0.88";"-226.61";"-0.97";"87.88";"4563.45";"0.05";"-0.99";"0.0";"15.28";"8.32";"20.3";"13.32";"13.62";"14.2";"0.06";"-14.32";"";"2";"0.0";"-5684.64";"-1.0";"-1.43";"-0.39";"0.0";"14.32";"0.0";"-1.0";"-1.0";"0.0";"7.16";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.17.162";"";"0.2";"AUDUSD_H1";"H1";"-1818.98";"";"246";"0.08";"-6.8";"-0.86";"-90.95";"-0.89";"78.74";"1844.48";"0.07";"-0.99";"0.0";"8.7";"8.63";"5.29";"6.95";"6.84";"0.0";"0.06";"-7.26";"";"1";"0.0";"-15.88";"-1.0";"-0.73";"0.0";"0.0";"7.26";"0.0";"-1.0";"-1.0";"0.0";"7.26";"0.0";"7.0";"7.0";"0.0"
"Strategy 1.17.160";"";"0.2";"AUDUSD_H1";"H1";"-3542.39";"";"457";"0.13";"-6.85";"-0.85";"-177.12";"-0.92";"88.49";"3556.98";"0.03";"-1.0";"0.0";"44.09";"9.15";"28.42";"8.91";"9.42";"7.05";"0.06";"-7.1";"";"1";"0.0";"0.0";"-1.0";"-0.71";"0.0";"0.0";"7.1";"0.0";"-1.0";"-1.0";"0.0";"7.1";"0.0";"6.0";"6.0";"0.0"
"Strategy 1.0.98(7)";"";"0.16";"AUDUSD_H1";"H1";"-523.79";"";"52";"0.04";"-3.35";"-0.83";"-26.19";"-0.9";"35.48";"523.79";"0.16";"-1.0";"-0.59";"3.25";"12.15";"6.43";"7.56";"7.4";"0.1";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.2.155";"";"0.29";"AUDUSD_H1";"H1";"59.09";"";"4";"39.12";"1.23";"9.53";"2.95";"0.59";"0.0";"1.55";"3.0";"38.12";"19.4";"20.21";"1.55";"2.33";"9.0";"4.0";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.17.138";"";"0.2";"AUDUSD_H1";"H1";"-4806.26";"";"640";"0.04";"-12.14";"-0.93";"-240.31";"-0.95";"87.99";"4806.26";"0.03";"-1.0";"0.0";"11.56";"8.06";"8.67";"6.54";"6.6";"2.35";"0.06";"-7.13";"";"1";"0.0";"0.0";"-1.0";"-0.71";"0.0";"0.0";"7.13";"0.0";"-1.0";"-1.0";"0.0";"7.13";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.17.139";"";"0.2";"AUDUSD_H1";"H1";"-3212.5";"";"439";"0.04";"-11.38";"-0.89";"-160.62";"-0.97";"84.28";"3212.5";"0.07";"-1.0";"0.0";"5.37";"8.18";"29.68";"26.25";"26.46";"26.84";"0.06";"-3.33";"";"1";"0.0";"0.0";"-1.0";"-0.33";"0.0";"0.0";"3.33";"0.0";"-1.0";"-1.0";"0.0";"3.33";"0.0";"29.0";"29.0";"0.0"
"Strategy 1.19.144(1)";"";"0.2";"AUDUSD_H1";"H1";"-2003.32";"";"259";"0.03";"-8.04";"-0.9";"-100.17";"-0.96";"8.54";"2003.32";"0.08";"-1.0";"0.0";"3.22";"8.6";"14.0";"16.34";"16.17";"8.33";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.17.132";"";"0.2";"AUDUSD_H1";"H1";"-2168.27";"";"277";"0.23";"-4.83";"-0.71";"-108.41";"-0.96";"78.15";"2168.27";"0.07";"-1.0";"0.0";"35.01";"10.98";"9.32";"8.27";"8.34";"2.64";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.17.133";"";"0.2";"AUDUSD_H1";"H1";"-2590.3";"";"341";"0.09";"-7.46";"-0.85";"-129.52";"-0.95";"0.0";"2590.3";"0.07";"-1.0";"0.0";"12.09";"8.89";"43.9";"25.55";"26.68";"24.39";"0.06";"-7.25";"";"1";"0.0";"0.0";"-1.0";"-0.73";"0.0";"0.0";"7.25";"0.0";"-1.0";"-0.99";"0.0";"7.25";"0.0";"23.0";"23.0";"0.0"
"Strategy 1.17.130";"";"0.2";"AUDUSD_H1";"H1";"-3114.94";"";"404";"0.09";"-7.97";"-0.87";"-155.75";"-0.93";"53.37";"3148.79";"0.04";"-0.99";"0.0";"19.63";"8.84";"16.75";"11.93";"12.12";"8.23";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.17.131";"";"0.2";"AUDUSD_H1";"H1";"-2413.98";"";"338";"0.07";"-8.83";"-0.84";"-120.7";"-0.96";"59.64";"2413.98";"0.11";"-1.0";"0.0";"5.44";"8.5";"24.52";"22.98";"23.13";"18.81";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.17.136";"";"0.2";"AUDUSD_H1";"H1";"-5376.53";"";"714";"0.04";"-11.73";"-0.94";"-268.83";"-0.94";"86.81";"5376.53";"0.02";"-1.0";"0.0";"13.08";"7.97";"33.13";"18.3";"18.61";"32.81";"0.06";"-3.17";"";"1";"0.0";"0.0";"-1.0";"-0.32";"0.0";"0.0";"3.17";"0.0";"-1.0";"-1.0";"0.0";"3.17";"0.0";"37.0";"37.0";"0.0"
"Strategy 1.17.137";"";"0.2";"AUDUSD_H1";"H1";"-3955.89";"";"548";"0.01";"-14.72";"-0.96";"-197.79";"-0.97";"51.37";"3955.89";"0.04";"-1.0";"0.0";"1.74";"7.54";"11.26";"11.06";"11.07";"8.03";"0.06";"-10.35";"";"2";"0.0";"0.0";"-1.0";"-1.03";"0.0";"0.0";"10.35";"0.0";"-1.0";"-1.0";"0.0";"5.18";"0.0";"14.0";"14.0";"0.0"
"Strategy 1.17.134";"";"0.2";"AUDUSD_H1";"H1";"-3046.33";"";"419";"0.13";"-8.03";"-0.82";"-152.32";"-0.98";"0.0";"3074.5";"0.07";"-0.99";"0.0";"16.35";"8.9";"43.74";"29.87";"30.77";"37.51";"0.06";"-14.49";"";"2";"0.0";"-23007.39";"-1.0";"-1.45";"-0.44";"0.0";"14.49";"0.0";"-1.0";"-1.0";"0.0";"7.24";"0.0";"12.5";"12.5";"0.0"
"Strategy 1.3.142(3)";"";"0.2";"AUDUSD_H1";"H1";"-1330.27";"";"167";"0.26";"-3.74";"-0.63";"-66.51";"-0.93";"87.35";"1371.7";"0.18";"-0.97";"0.0";"17.55";"12.67";"20.88";"14.53";"15.52";"5.29";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.4.128(1)";"";"0.2";"AUDUSD_H1";"H1";"-1665.12";"";"220";"0.2";"-5.24";"-0.69";"-83.26";"-0.95";"83.52";"1710.79";"0.16";"-0.97";"0.0";"14.21";"11.01";"34.3";"20.61";"22.47";"12.73";"0.06";"-10.61";"";"2";"0.0";"0.0";"-1.0";"-1.06";"0.0";"47.57";"10.61";"0.0";"-1.0";"-1.0";"0.0";"5.3";"0.0";"5.0";"5.0";"0.0"
"Strategy 1.17.135";"";"0.2";"AUDUSD_H1";"H1";"-1894.49";"";"251";"0.21";"-5.09";"-0.7";"-94.72";"-0.95";"67.78";"1898.99";"0.13";"-1.0";"0.0";"17.15";"10.77";"40.24";"16.99";"19.68";"11.26";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.0.98(4)";"";"0.16";"AUDUSD_H1";"H1";"-548.48";"";"59";"0.38";"-1.86";"-0.48";"-27.42";"-0.88";"0.0";"568.45";"0.28";"-0.96";"-0.59";"26.14";"19.31";"50.54";"15.13";"22.93";"3.53";"0.06";"-18.04";"";"1";"0.0";"0.0";"-1.0";"-1.8";"0.0";"0.0";"18.04";"0.0";"-1.0";"-1.0";"0.0";"18.04";"0.0";"1.0";"1.0";"0.0"
"Strategy 1.21.165(1)";"";"0.2";"AUDUSD_H1";"H1";"-2288.67";"";"314";"0.06";"-7.08";"-0.84";"-114.43";"-0.98";"79.41";"2316.67";"0.13";"-0.99";"0.0";"3.84";"8.68";"5.74";"9.55";"9.13";"2.55";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.13.167(1)";"";"0.2";"AUDUSD_H1";"H1";"-1743.7";"";"205";"0.13";"-5.04";"-0.82";"-87.18";"-0.88";"61.71";"1795.9";"0.07";"-0.97";"0.0";"19.36";"10.39";"33.23";"22.42";"23.1";"12.05";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.0.99(15)";"";"0.2";"AUDUSD_H1";"H1";"-1103.54";"";"114";"0.39";"-1.84";"-0.55";"-55.18";"-0.82";"71.56";"1466.84";"0.11";"-0.75";"0.0";"64.86";"17.64";"22.36";"8.69";"10.01";"1.86";"0.06";"-3.52";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.52";"0.0";"-1.0";"-1.0";"0.0";"3.52";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.3.154(2)";"";"0.2";"AUDUSD_H1";"H1";"-2349.15";"";"317";"0.17";"-5.61";"-0.78";"-117.46";"-0.95";"80.73";"2410.15";"0.07";"-0.97";"0.0";"23.75";"9.51";"15.1";"11.99";"12.19";"5.0";"0.06";"-3.52";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.52";"0.0";"-1.0";"-1.0";"0.0";"3.52";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.13.103(1)";"";"0.2";"AUDUSD_H1";"H1";"-4488.95";"";"574";"0.05";"-10.37";"-0.94";"-224.45";"-0.91";"70.58";"4488.95";"0.01";"-1.0";"0.0";"38.0";"8.3";"18.0";"8.68";"8.78";"8.72";"0.06";"-10.58";"";"2";"0.0";"0.0";"-1.0";"-1.06";"0.0";"49.22";"10.58";"0.0";"-1.0";"-1.0";"0.0";"5.29";"0.0";"2.5";"2.5";"0.0"
"Strategy 1.21.153(1)";"";"0.06";"AUDUSD_H1";"H1";"-57.56";"";"2";"0.0";"-2.71";"-1.0";"-2.88";"-0.28";"97.73";"57.56";"0.0";"-1.0";"-0.51";"0.0";"28.78";"0.0";"6.0";"6.0";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.17.149";"";"0.2";"AUDUSD_H1";"H1";"-3965.22";"";"512";"0.06";"-8.99";"-0.92";"-198.26";"-0.93";"92.13";"4031.46";"0.02";"-0.98";"0.0";"22.77";"8.43";"32.55";"17.84";"18.12";"21.74";"0.06";"-24.86";"";"4";"0.0";"-37.53";"-1.0";"-2.49";"-0.39";"73.36";"24.86";"0.0";"-1.0";"-1.0";"0.0";"6.22";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.17.143";"";"0.2";"AUDUSD_H1";"H1";"-4689.92";"";"629";"0.04";"-14.28";"-0.93";"-234.5";"-0.93";"78.73";"4727.19";"0.04";"-0.99";"0.0";"9.2";"8.06";"11.45";"9.85";"9.9";"6.56";"0.06";"-13.71";"";"2";"0.0";"-21770.53";"-1.0";"-1.37";"-0.44";"99.85";"13.71";"0.0";"-1.0";"-1.0";"0.0";"6.86";"0.0";"4.5";"4.5";"0.0"
"Strategy 1.17.144";"";"0.2";"AUDUSD_H1";"H1";"-4913.74";"";"649";"0.05";"-11.79";"-0.92";"-245.69";"-0.94";"20.16";"4914.54";"0.03";"-1.0";"0.0";"13.31";"8.2";"12.84";"7.16";"7.32";"3.53";"0.06";"-10.58";"";"2";"0.0";"0.0";"-1.0";"-1.06";"0.0";"48.8";"10.58";"0.0";"-1.0";"-1.0";"0.0";"5.29";"0.0";"5.5";"5.5";"0.0"
"Strategy 1.17.141";"";"0.2";"AUDUSD_H1";"H1";"-4319.47";"";"568";"0.08";"-8.32";"-0.89";"-215.97";"-0.93";"89.52";"4352.33";"0.03";"-0.99";"0.0";"28.33";"8.51";"24.86";"9.72";"10.09";"9.4";"0.06";"-7.1";"";"1";"0.0";"0.0";"-1.0";"-0.71";"0.0";"0.0";"7.1";"0.0";"-1.0";"-1.0";"0.0";"7.1";"0.0";"2.0";"2.0";"0.0"
"Strategy 1.17.142";"";"0.2";"AUDUSD_H1";"H1";"-2717.37";"";"346";"0.07";"-9.26";"-0.89";"-135.87";"-0.9";"93.43";"2759.27";"0.04";"-0.98";"0.0";"14.01";"8.78";"23.07";"22.11";"22.15";"14.69";"0.06";"-7.26";"";"1";"0.0";"0.0";"-1.0";"-0.73";"0.0";"0.0";"7.26";"0.0";"-1.0";"-1.0";"0.0";"7.26";"0.0";"15.0";"15.0";"0.0"
"Strategy 1.17.147";"";"0.17";"AUDUSD_H1";"H1";"-719.93";"";"83";"0.02";"-3.69";"-0.83";"-36.0";"-0.89";"7.63";"723.66";"0.17";"-0.99";"-0.65";"0.98";"10.45";"5.17";"6.0";"5.81";"0.29";"0.06";"-13.51";"";"1";"0.0";"-15.88";"-1.0";"-1.35";"0.0";"0.0";"13.51";"0.0";"-1.0";"-1.0";"0.0";"13.51";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.17.148";"";"0.2";"AUDUSD_H1";"H1";"-4065.24";"";"554";"0.07";"-10.44";"-0.88";"-203.26";"-0.95";"87.91";"4113.85";"0.05";"-0.99";"0.0";"11.65";"8.35";"28.04";"15.83";"16.44";"16.16";"0.06";"-3.28";"";"1";"0.0";"0.0";"-1.0";"-0.33";"0.0";"0.0";"3.28";"0.0";"-1.0";"-1.0";"0.0";"3.28";"0.0";"31.0";"31.0";"0.0"
"Strategy 1.17.145";"";"0.2";"AUDUSD_H1";"H1";"-1549.86";"";"192";"0.22";"-4.27";"-0.71";"-77.49";"-0.93";"62.67";"1673.41";"0.1";"-0.93";"0.0";"23.82";"11.44";"27.83";"16.49";"17.7";"6.76";"0.06";"-7.15";"";"1";"0.0";"0.0";"-1.0";"-0.72";"0.0";"0.0";"7.15";"0.0";"-1.0";"-1.0";"0.0";"7.15";"0.0";"2.0";"2.0";"0.0"
"Strategy 1.17.146";"";"0.2";"AUDUSD_H1";"H1";"-1625.18";"";"191";"0.11";"-5.52";"-0.82";"-81.26";"-0.84";"89.21";"1655.78";"0.08";"-0.98";"0.0";"14.44";"10.32";"16.79";"16.58";"16.59";"5.78";"0.06";"-3.42";"";"1";"0.0";"0.0";"-1.0";"-0.34";"0.0";"0.0";"3.42";"0.0";"-1.0";"-1.0";"0.0";"3.42";"0.0";"7.0";"7.0";"0.0"
"Strategy 1.0.98(5)";"";"0.2";"AUDUSD_H1";"H1";"-1421.79";"";"167";"0.0";"-6.54";"-1.0";"-71.09";"-0.95";"97.58";"1421.79";"0.0";"-1.0";"0.0";"0.0";"8.51";"0.0";"8.06";"8.06";"0.0";"0.06";"-7.26";"";"1";"0.0";"0.0";"-1.0";"-0.73";"0.0";"0.0";"7.26";"0.0";"-1.0";"-1.0";"0.0";"7.26";"0.0";"2.0";"2.0";"0.0"
"Strategy 1.17.140";"";"0.2";"AUDUSD_H1";"H1";"-1367.0";"";"162";"0.12";"-5.35";"-0.77";"-68.35";"-0.89";"61.38";"1367.0";"0.14";"-1.0";"0.0";"8.98";"10.89";"34.4";"23.68";"25.01";"9.89";"0.06";"-3.48";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.48";"0.0";"-1.0";"-1.0";"0.0";"3.48";"0.0";"5.0";"5.0";"0.0"
"Strategy 1.3.154(1)";"";"0.27";"AUDUSD_H1";"H1";"17.64";"";"2";"5.0";"0.69";"99999.0";"0.88";"0.25";"5.88";"0.0";"99999.0";"10.0";"0.0";"8.82";"0.0";"6.5";"0.0";"6.5";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.17.118";"";"0.2";"AUDUSD_H1";"H1";"-5129.93";"";"687";"0.05";"-11.21";"-0.92";"-256.5";"-0.97";"9.83";"5129.93";"0.03";"-1.0";"0.0";"16.64";"8.08";"31.47";"15.9";"16.29";"20.86";"0.06";"-3.15";"";"1";"0.0";"0.0";"-1.0";"-0.31";"0.0";"0.0";"3.15";"0.0";"-1.0";"-1.03";"0.0";"3.15";"0.0";"34.0";"34.0";"0.0"
"Strategy 1.21.177(1)";"";"0.2";"AUDUSD_H1";"H1";"-3825.79";"";"543";"0.04";"-13.15";"-0.91";"-191.29";"-0.97";"70.56";"3825.79";"0.06";"-1.0";"0.0";"4.88";"7.72";"24.14";"19.64";"19.88";"25.56";"0.06";"-6.75";"";"1";"0.0";"0.0";"-1.0";"-0.68";"0.0";"0.0";"6.75";"0.0";"-1.0";"-0.99";"0.0";"6.75";"0.0";"30.0";"30.0";"0.0"
"Strategy 1.17.119";"";"0.2";"AUDUSD_H1";"H1";"-4069.48";"";"549";"0.03";"-13.34";"-0.93";"-203.47";"-0.97";"95.7";"4069.48";"0.04";"-1.0";"0.0";"5.37";"7.94";"20.52";"19.46";"19.55";"21.65";"0.06";"-3.32";"";"1";"0.0";"0.0";"-1.0";"-0.33";"0.0";"0.0";"3.32";"0.0";"-1.0";"-1.0";"0.0";"3.32";"0.0";"29.0";"29.0";"0.0"
"Strategy 1.17.116";"";"0.2";"AUDUSD_H1";"H1";"-4144.33";"";"586";"0.0";"-11.61";"-0.96";"-207.22";"-0.98";"88.96";"4146.82";"0.03";"-1.0";"0.0";"0.91";"7.35";"9.11";"10.35";"10.35";"7.25";"0.06";"-7.31";"";"1";"0.0";"0.0";"-1.0";"-0.73";"0.0";"0.0";"7.31";"0.0";"-1.0";"-1.0";"0.0";"7.31";"0.0";"26.0";"26.0";"0.0"
"Strategy 1.17.117";"";"0.17";"AUDUSD_H1";"H1";"-712.44";"";"90";"0.06";"-3.56";"-0.7";"-35.62";"-0.81";"87.05";"712.44";"0.34";"-1.0";"-0.65";"1.95";"11.3";"7.52";"10.55";"9.78";"0.98";"0.06";"-3.95";"";"1";"0.0";"0.0";"-1.0";"-0.4";"0.0";"0.0";"3.95";"0.0";"-1.0";"-1.0";"0.0";"3.95";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.17.110";"";"0.06";"AUDUSD_H1";"H1";"-149.28";"";"8";"0.16";"-1.25";"-0.74";"-7.46";"-0.72";"0.0";"149.28";"0.14";"-1.0";"-0.52";"27.68";"25.28";"7.0";"10.86";"10.38";"0.1";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.166(2)";"";"0.2";"AUDUSD_H1";"H1";"-3530.09";"";"473";"0.02";"-10.57";"-0.96";"-176.5";"-0.98";"72.01";"3531.85";"0.02";"-1.0";"0.0";"6.37";"7.79";"11.64";"13.56";"13.52";"0.29";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.17.114";"";"0.2";"AUDUSD_H1";"H1";"-2968.05";"";"393";"0.12";"-7.56";"-0.83";"-148.4";"-0.97";"80.67";"3029.32";"0.06";"-0.98";"0.0";"18.38";"9.09";"28.77";"18.53";"19.1";"18.41";"0.06";"-10.56";"";"2";"0.0";"0.0";"-1.0";"-1.06";"0.0";"47.9";"10.56";"0.0";"-1.0";"-1.0";"0.0";"5.28";"0.0";"4.5";"4.5";"0.0"
"Strategy 1.17.115";"";"0.2";"AUDUSD_H1";"H1";"-3749.53";"";"491";"0.05";"-9.17";"-0.93";"-187.48";"-0.94";"12.11";"3761.9";"0.03";"-1.0";"0.0";"17.0";"8.25";"25.33";"18.15";"18.33";"18.32";"0.06";"-3.17";"";"1";"0.0";"0.0";"-1.0";"-0.32";"0.0";"0.0";"3.17";"0.0";"-1.0";"-1.0";"0.0";"3.17";"0.0";"37.0";"37.0";"0.0"
"Strategy 1.17.112";"";"0.2";"AUDUSD_H1";"H1";"-2759.68";"";"359";"0.05";"-8.64";"-0.89";"-137.98";"-0.93";"85.96";"2759.68";"0.06";"-1.0";"0.0";"6.55";"8.6";"27.81";"27.39";"27.6";"26.35";"0.06";"-10.63";"";"2";"0.0";"0.0";"-1.0";"-1.06";"0.0";"46.42";"10.63";"0.0";"-1.0";"-1.0";"0.0";"5.32";"0.0";"10.5";"10.5";"0.0"
"Strategy 1.17.113";"";"0.08";"AUDUSD_H1";"H1";"-184.4";"";"25";"0.14";"-1.99";"-0.73";"-9.22";"-0.65";"57.55";"188.61";"0.19";"-0.98";"-0.52";"7.24";"10.16";"12.75";"9.81";"10.28";"0.29";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.19.156(1)";"";"0.2";"AUDUSD_H1";"H1";"-4883.59";"";"646";"0.08";"-10.37";"-0.9";"-244.18";"-0.9";"72.46";"4883.59";"0.02";"-1.0";"0.0";"27.57";"8.39";"7.53";"5.22";"5.28";"1.47";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.0.99(13)";"";"0.07";"AUDUSD_H1";"H1";"-38.41";"";"4";"0.44";"-0.48";"-0.42";"-1.92";"-0.68";"20.41";"68.59";"0.33";"-0.56";"-0.29";"30.18";"22.86";"30.0";"1.67";"8.75";"0.1";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.13.179(1)";"";"0.2";"AUDUSD_H1";"H1";"-8359.15";"";"1168";"0.03";"-12.92";"-0.94";"-417.96";"-0.98";"94.52";"8359.15";"0.03";"-1.0";"0.0";"7.83";"7.58";"6.63";"6.05";"6.07";"2.64";"0.06";"-32.04";"";"5";"0.0";"-146.3";"-1.0";"-3.2";"-0.39";"49.51";"32.04";"0.0";"-1.0";"-1.0";"0.0";"6.41";"0.0";"6.0";"6.0";"0.0"
